数据来源,药材名,文献,中文名,英文名,分子式,化合物类型,加合物（正）,加合物（负）,准分子离子(正离子模式),碎片离子(正离子模式),准分子离子(负离子模式),碎片离子(负离子模式)
数据库英文文献,姜黄,144,对羟基苯甲酸,p-Hydroxybenzoic acid,C7H6O3,酚酸,,,139.04,,,
数据库英文文献,姜黄,144,5-羟甲基糠醛,5-Hydroxymethylfurfural,C6H6O3,醛类,,,149.02,,,
数据库英文文献,俄色,145,龙胆内酯G,Macrophyllactone G,C15H18O6,萜类,,[M-H]-,,,293.0984,
数据库英文文献,俄色,145,甘露醇,Mannitol,C6H14O6,糖醇类,,[M-H]-,,,181.0723,
数据库英文文献,俄色,145,蔗糖,Sucrose,C12H22O11,糖类,,[M+FA-H]-,,,387.1128,
数据库英文文献,俄色,145,川续断皂苷B,Chuanxioside B,C31H40O17,皂苷,,[M-H]-,,,683.2257,
数据库英文文献,俄色,145,卷柏素K,Selaginpulvin K,C36H26O5,黄酮类,,[M-H]-,,,537.1673,
数据库英文文献,俄色,145,奎宁酸,Quinic acid,C7H12O6,有机酸,,[M-H]-,,,191.0561,
数据库英文文献,俄色,145,D-半乳糖二酸,D-Galactaric acid,C6H10O8,有机酸,,[M-H]-,,,209.0326,
数据库英文文献,俄色,145,L-苹果酸,L-Malic acid,C4H6O5,有机酸,,[M-H]-,,,133.0157,
数据库英文文献,俄色,145,2-O-β-D-吡喃葡萄糖基-L-抗坏血酸,2-O-β-D-glucopyranosyl L-ascorbic acid,C12H18O11,苷类,,[M-H]-,,,337.0763,
数据库英文文献,俄色,145,柠檬酸,Citric acid,C6H8O7,有机酸,,[M-H]-,,,191.0211,
数据库英文文献,俄色,145,隐绿原酸,Cryptochlorogenic acid,C16H18O9,酚酸类,,[M-H]-,,,353.0882,
数据库英文文献,俄色,145,1-O-(4-香豆酰基)-β-D-葡萄糖,1-O-(4-Coumaroyl)-beta-D-glucose,C15H18O8,苷类,,[M-H]-,,,325.0938,
数据库英文文献,俄色,145,儿茶素,Clanidanol,C15H14O6,黄酮类,,[M-H]-,,,289.0712,
数据库英文文献,俄色,145,3-对香豆酰奎尼酸,3-p-coumaroylquinic acid,C16H18O8,酚酸类,,[M-H]-,,,337.0938,
数据库英文文献,俄色,145,罗西莫酸A,Rocymosin A,C21H24O12,酚酸类,,[M-H]-,,,467.1182,
数据库英文文献,俄色,145,原花青素B2,Procyanidin B2,C30H26O12,多酚类,,[M-H]-,,,577.1334,
数据库英文文献,俄色,145,"3',5',6-三甲氧基[1,1'-联苯]-2,2',3,4'-四醇","3',5',6-trimethoxy[1,1'-biphenyl]-2,2',3,4'-tetraol",C15H16O7,酚类,,[M+FA-H]-,,,353.0882,
数据库英文文献,俄色,145,安卓辛,Androsin,C15H20O8,苷类,,[M-H]-,,,327.1075,
数据库英文文献,俄色,145,桑酮B,Mulberroside B,C15H16O10,苷类,,[M-H]-,,,355.0704,
数据库英文文献,俄色,145,西托苷A,Citroside A,C19H30O8,苷类,,[M+FA-H]-,,,431.1921,
数据库英文文献,俄色,145,格里芬内酯,Gerberinside,C16H18O8,苷类,,[M-H]-,,,337.0936,
数据库英文文献,俄色,145,3-巯基-3-甲基-1-丁醇,3-Mercapto-3-methyl-1-butanol,C5H12OS,有机硫化合物,,[M-H]-,,,119.0513,
数据库英文文献,俄色,145,N-乙酰基-L-色氨酸,N-Acetyl-L-tryptophan,C13H14N2O3,生物碱类,,[M-H]-,,,245.0917,
数据库英文文献,俄色,145,3-O-[β-D-吡喃葡萄糖基-(1-2)-α-L-吡喃鼠李糖基]-槲皮素,3-O-[beta-D-glucopyranosyl-(1-2)-alpha-L-rhamnopyranosyl]-quercetin,C27H30O16,黄酮类,,[M-H]-,,,609.1427,
数据库英文文献,俄色,145,金丝桃苷,Hyperoside,C21H20O12,黄酮类,,[M-H]-,,,463.0882,
数据库英文文献,俄色,145,圣草酚-7-O-葡萄糖苷,Eriodictyon-7-O-glucoside,C21H22O11,黄酮类,,[M-H]-,,,449.1061,
数据库英文文献,俄色,145,根皮素-2-O-(β-吡喃木糖基-(1-6)-β-D-吡喃葡萄糖苷),Phloretin-2-O-(β-doxylopyranosyl-(1-6)-β-D-glucopyranoside),C26H32O14,二氢查尔酮类,,[M-H]-,,,567.1735,
数据库英文文献,俄色,145,(未命名),DTXSID001106485,C21H24O11,苷类,,[M-H]-,,,451.1247,
数据库英文文献,俄色,145,番石榴苷,Guaijaverin,C20H18O11,黄酮类,,[M-H]-,,,433.0762,
数据库英文文献,俄色,145,槲皮素 3-O-6''-(3-羟基-3-甲基戊二酰)-β-D-吡喃葡萄糖苷,Quercetin 3-O-6''-(3-hydroxy-3-methylglutaryl)-β-D-glucopyranoside,C27H28O16,黄酮类,,[M-H]-,,,607.1305,
数据库英文文献,俄色,145,水仙苷,Narcissoside,C28H32O16,黄酮类,,[M-H]-,,,623.1646,
数据库英文文献,俄色,145,槲皮素 3-(2''-乙酰基半乳糖苷),Quercetin 3-(2''-acetylgalactoside),C23H22O13,黄酮类,,[M-H]-,,,505.0986,
数据库英文文献,俄色,145,槲皮苷,Quercitrin,C21H20O11,黄酮类,,[M-H]-,,,447.0913,
数据库英文文献,俄色,145,根皮苷,Phloridzin,C21H24O10,二氢查尔酮类,,[M-H]-,,,435.13,
数据库英文文献,俄色,145,芹菜素-8-C-α-L-阿拉伯糖苷,Apigenin-8-C-α-L-arabinopyranoside,C20H18O10,黄酮类,,[M-H]-,,,417.0809,
数据库英文文献,俄色,145,山奈酚-3-O-(3''-O-乙酰基)-β-D-吡喃葡萄糖苷,Kaempferol-3-O-(3''-O-acetyl)-β-D-glucopyranoside,C23H22O12,黄酮类,,[M-H]-,,,489.1021,
数据库英文文献,俄色,145,阿福豆苷,Afzelin,C21H20O10,黄酮类,,[M-H]-,,,431.0995,
数据库英文文献,俄色,145,大豆苷,Daidzin,C21H20O9,黄酮类,,[M-H]-,,,415.1041,
数据库英文文献,俄色,145,圣草酚,Eriodictyol,C15H12O6,黄酮类,,[M-H]-,,,287.0558,
数据库英文文献,俄色,145,"(Z)-(2S,3R,4S,5S,6R)-3,4,5-三羟基-6-((E)-3-(4-羟基苯基)丙烯酰基)甲基四氢-2H-吡喃-2-基)-3-(4-羟基苯基)丙烯酸酯","(Z)-(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-((E)-3-(4-hydroxyphenyl)acryloyl)methyl tetrahydro-2H-pyran-2-yl)-3-(4-hydroxyphenyl)acrylate",C24H24O10,酚酸类,,[M-H]-,,,471.1293,
数据库英文文献,俄色,145,槲皮素,Quercetin,C15H10O7,黄酮类,,[M-H]-,,,301.0351,
数据库英文文献,俄色,145,去甲异去氢钩藤醚,Demethylwedelolactone,C15H8O7,香豆素类,,[M-H]-,,,299.0206,
数据库英文文献,俄色,145,"2',6-二羟基二氢查尔酮-4'-O-β-D-吡喃葡萄糖苷","2',6-dihydroxydihydrochalcone-4'-O-β-D-glucopyranoside",C21H24O9,二氢查尔酮类,,[M-H]-,,,419.1253,
数据库英文文献,俄色,145,根皮素,Phloretin,C15H14O5,二氢查尔酮类,,[M-H]-,,,273.0783,
数据库英文文献,俄色,145,愈创木酸F,Corchorifatty acid F,C18H32O5,脂肪酸类,,[M-H]-,,,327.2175,
数据库英文文献,俄色,145,天山酸,Tianshic acid,C18H34O5,脂肪酸类,,[M-H]-,,,329.2323,
数据库英文文献,俄色,145,"10,16-二羟基十六烷酸","10,16-dihydroxyhexadecanoic acid",C16H32O4,脂肪酸类,,[M-H]-,,,287.2232,
数据库英文文献,俄色,145,奥斯特利酮B,Osterivolone B,C17H26O5,萜类,,[M-H]-,,,309.1745,
数据库英文文献,俄色,145,1-氨基-2-羟基戊烷,1-amino-2-hydroxy-pentane,C5H13NO,生物碱类,[M+H]+,,104.1078,,,
数据库英文文献,俄色,145,腺嘌呤,7H-purin-6-ylamine,C5H5N5,生物碱类,[M+H]+,,136.0618,,,
数据库英文文献,俄色,145,去氢木香内酯,Dehydrocostulactone,C16H20O,萜类,[M+H]+,,229.1558,,,
数据库英文文献,俄色,145,卡塞格罗尔,Casegrovol,C15H16O5,黄酮类,[M+H]+,,277.1042,,,
数据库英文文献,俄色,145,"3,6-二羟基-N-甲基-2-哌啶酮","3,6-dihydroxy-N-methyl-2-piperidone",C6H11NO3,生物碱类,[M+H]+,,146.0815,,,
数据库英文文献,俄色,145,葫芦巴碱,Trigonelline,C7H7NO2,生物碱类,[M+H]+,,138.0546,,,
数据库英文文献,俄色,145,1-氰基-3-β-D-吡喃葡萄糖基-2-甲基丙烯,1-Cyano-3-β-D-glucopyranosyl-2-methylpropene,C11H17NO6,氰苷类,[M+H]+,,260.1131,,,
数据库英文文献,俄色,145,2-羟基乙基丁腈 β-D-吡喃葡萄糖苷,2-hydroxyethylbutanenitrile β-D-glucopyranoside,C11H19NO6,氰苷类,[M+H]+,,262.1282,,,
数据库英文文献,俄色,145,腺苷,Adenosine,C10H13NO4,核苷类,[M+H]+,,268.1041,,,
数据库英文文献,俄色,145,鸟嘌呤,Guanine,C5H5NO5,生物碱类,[M+H]+,,152.0563,,,
数据库英文文献,俄色,145,异鸟苷,Isoguanosine,C10H13NO5,核苷类,[M+H]+,,284.0996,,,
数据库英文文献,俄色,145,L-苯丙氨酸,L-Phenylalanine,C9H11NO2,氨基酸类,[M+H]+,,166.0868,,,
数据库英文文献,俄色,145,萘并异噁唑A,Naphthisoxazol A,C11H9NO2,生物碱类,[M+H]+,,188.0704,,,
数据库英文文献,俄色,145,7-羟基-2H-色满-2-酮,7-hydroxy-2H-chromen-2-one,C9H6O3,香豆素类,[M+H]+,,163.0469,,,
数据库英文文献,俄色,145,东莨菪苷,Scopolin,C16H18O9,香豆素类,[M+H]+,,355.1033,,,
数据库英文文献,俄色,145,原花青素C1,Procyanidin C1,C45H38O18,多酚类,,[M-H]-,,,865.1985,
数据库英文文献,俄色,145,槲皮素-3-O-葡萄糖苷（ Isoquercitrin）,Quercetin-3-O-glucoside / Isoquercitrin,C21H20O12,黄酮类,,[M-H]-,,,463.0862,
数据库英文文献,俄色,145,6-羟基山奈酚 3-β-芸香糖苷,6-Hydroxykaempferol 3-beta-rutinoside,C27H30O16,黄酮类,,[M-H]-,,,609.1463,
数据库英文文献,俄色,145,紫云英苷,Juglanin,C20H18O10,黄酮类,,[M-H]-,,,417.0812,
数据库英文文献,俄色,145,金合欢素-O-葡萄糖醛酸-O-阿拉伯糖苷,Acacetin-O-glucuronic acid-O-arabinoside,C27H28O15,黄酮类,[M+H]+,,593.1495,,,
数据库英文文献,俄色,145,"7,8-二羟基黄酮","7,8-Dihydroxyflavone",C15H10O4,黄酮类,[M+H]+,,255.0626,,,
数据库英文文献,俄色,145,香豆素,Coumarin,C9H6O2,香豆素类,[M+H]+,,147.0447,,,
数据库英文文献,俄色,145,甲氧醉椒素,Yangonin,C15H14O4,黄酮类,[M+H]+,,259.0967,,,
数据库英文文献,俄色,145,"11,12-二羟基-7,9-十八碳二烯酸","11,12-dihydroxy-7,9-octadecadienoic acid",C18H32O4,脂肪酸类,[M+NH4]+,,330.2629,,,
数据库英文文献,俄色,145,"3,3',4,5-四甲氧基二苯乙烯","3,3',4,5-tetramethoxystilbene",C18H20O4,二苯乙烯类,[M+H]+,,301.1415,,,
数据库英文文献,俄色,145,N-十六烷酰吡咯烷,N-hexadecanoylpyrollidine,C20H39NO,生物碱类,[M+H]+,,310.3121,,,
数据库英文文献,俄色,145,芥酸酰胺,Erucamide,C22H43NO,生物碱类,[M+H]+,,338.3413,,,
数据库英文文献,俄色,145,没食子酸,Gallic acid,C7H6O5,酚酸类,,,,,169.0142,
数据库英文文献,俄色,145,原儿茶酸,Protocatechuic acid,C7H6O4,酚酸类,,,,,153.0193,
数据库英文文献,俄色,145,绿原酸,Chlorogenic acid,C16H18O9,酚酸类,,,,,353.0878,
数据库英文文献,俄色,145,咖啡酸,Caffeic acid,C9H8O4,酚酸类,,,,,179.035,
数据库英文文献,俄色,145,对香豆酸,p-Coumaric acid,C9H8O3,酚酸类,,,,,163.04,
数据库英文文献,俄色,145,芦丁,Rutin,C27H30O16,黄酮类,,,,,609.1461,
数据库英文文献,俄色,145,异槲皮苷,Isoquercitrin,C21H20O12,黄酮类,,,,,463.0882,
数据库英文文献,俄色,145,山奈酚-3-O-葡萄糖苷,Kaempferol-3-O-glucoside,C21H20O11,黄酮类,,,,,447.0933,
数据库英文文献,俄色,145,6''-O-(4-羟基反式肉桂酰基)根皮苷,6''-O-(4-hydroxytrans cinnamoyl) phloridzin,C30H30O12,二氢查尔酮类,,,,,581.1662,
数据库英文文献,俄色,145,6''-O-阿魏酰根皮苷,6''-O-feruloyl phloroside,C31H32O13,二氢查尔酮类,,,,,611.1768,
数据库英文文献,知母,146,芒果苷,Mangiferin,C₁₉H₁₈O₁₁,黄酮类,[M+H]+,,423.092,"405.0805, 387.0690, 369.0616, 357.0571, 351.0516, 339.0500, 327.0505, 285.0415, 273.0407",,
数据库英文文献,知母,146,异芒果苷,Isomangiferin,C₁₉H₁₈O₁₁,黄酮类,[M+H]+,,423.0925,"405.0831, 387.0726, 369.0622, 357.0606, 327.0508, 303.0508, 299.0556, 285.0406, 273.0413",,
数据库英文文献,知母,146,菝葜皂苷元,Sarsasapogenin,C₂₇H₄₄O₃,甾体皂苷元,[M+H-H2O]+,[M-H]-,413.3056,"395.2948, 377.2843, 273.2214, 255.2109, 237.2003",411.2905,"393.2802, 375.2695, 255.2109"
数据库英文文献,知母,146,知母皂苷BII,Timosaponin BII,C₄₅H₇₆O₂₀,甾体皂苷,[M+H-H2O]+,,919.4896,"595.3855, 415.3203, 397.3135, 271.2050, 253.1946",,
数据库英文文献,知母,146,知母皂苷E1,Timosaponin E1,C₄₅H₇₆O₂₀,甾体皂苷,[M+H-H2O]+,,919.4879,"739.4263, 595.3858, 577.3711, 433.3301, 415.3218, 397.3094, 289.2132, 271.2097, 253.1950",,
数据库英文文献,知母,146,知母皂苷L,Timosaponin L,C₄₅H₇₄O₁₉,甾体皂苷,[M+H-H2O]+,,901.4786,"739.4255, 721.4171, 577.3730, 559.3643, 415.3205, 397.3119, 379.2998, 273.2227, 255.2126",,
数据库英文文献,知母,146,知母皂苷N,Timosaponin N,C₄₅H₇₆O₂₀,甾体皂苷,[M+H-H2O]+,,919.4896,"739.4274, 433.3292, 253.1948",,
数据库英文文献,灵芝,146,灵芝酸A,Ganoderic acid A,C₃₀H₄₆O₇,三萜酸,,[M-H]-,,,515.3018,"497.2894, 453.3004, 435.2891, 303.1998, 285.1844, 249.1492"
数据库英文文献,灵芝,146,灵芝酸C₂,Ganoderic acid C2,C₃₀H₄₂O₇,三萜酸,,[M-H]-,,,513.2862,"495.2748, 451.2858, 433.2751, 301.1892, 283.1786"
数据库英文文献,灵芝,146,灵芝酸D,Ganoderic acid D,C₃₀H₄₄O₆,三萜酸,,[M-H]-,,,499.2918,"481.2804, 437.2910, 419.2803, 287.1944, 269.1838"
数据库英文文献,灵芝,146,灵芝酸B,Ganoderic acid B,C₃₀H₄₄O₇,三萜酸,,[M-H]-,,,515.3018,"497.2894, 453.3004, 435.2891, 303.1998, 285.1844, 249.1492"
数据库英文文献,冬虫夏草,146,腺苷,Adenosine,C₁₀H₁₃N₅O₄,核苷类,[M+H]+,,268.1041,"136.0621, 119.0346",,
数据库英文文献,冬虫夏草,146,尿苷,Uridine,C₉H₁₂N₂O₆,核苷类,,[M-H]-,,,243.0621,"152.0337, 140.0337, 124.0391, 122.0256, 110.0247, 108.0439"
数据库英文文献,西洋参,146,人参皂苷Rb₁,Ginsenoside Rb1,C₅₄H₉₂O₂₃,三萜皂苷,[M+H]+,,1109.6408,"947.5856, 785.5321, 623.4785, 459.3839",,
数据库英文文献,西洋参,146,人参皂苷Rg₁,Ginsenoside Rg1,C₄₂H₇₂O₁₄,三萜皂苷,[M+H]+,,823.4908,"643.4365, 481.3830, 319.3294",,
数据库英文文献,玫瑰,146,没食子酸,Gallic acid,C₇H₆O₅,酚酸类,,[M-H]-,,,169.013,"125.0250, 124.0167, 123.0087, 107.0140"
数据库英文文献,玫瑰,146,鞣花酸,Ellagic acid,C₁₄H₆O₈,酚酸类,,[M-H]-,,,300.9963,"245.0066, 185.0245"
数据库英文文献,玫瑰,146,山柰酚3-芸香糖苷,Kaempferol 3-rutinoside,C₂₇H₃₀O₁₅,黄酮类,[M+H]+,,595.1701,287.0561,,
数据库英文文献,玫瑰,146,紫云英苷,Astragalin,C₂₁H₂₀O₁₁,黄酮类,[M+H]+,,449.1083,"431.1007, 287.0537",,
数据库英文文献,墨旱莲/女贞子,147,芥子酸,Sinapic acid,C₁₁H₁₂O₅,苯丙酸类,,[M-H]-,,,223.0597,
数据库英文文献,光甘草定来源,147,光甘草定,Glabridin,C₂₀H₂₀O₄,黄酮类,[M+Na]+,,347.1235,,,
数据库英文文献,,147,儿茶素,Catechin,C₁₅H₁₄O₆,黄酮类,[M+Na]+,[M+HCOO]-,313.0671,,335.0763,
数据库英文文献,,147,槲皮素,Quercetin,C₁₅H₁₀O₇,黄酮类,[M+H]+,,303.0499,,,
数据库英文文献,,147,山柰酚,Kaempferol,C₁₅H₁₀O₆,黄酮类,"[M+H]+, [M+Na]+",,287.0549,,,
数据库英文文献,,147,芹菜素,Apigenin,C₁₅H₁₀O₅,黄酮类,"[M+H]+, [M+Na]+",,271.0601,,,
数据库英文文献,,147,白杨素,Baicalein,C₁₅H₁₀O₅,黄酮类,[M+H]+,,271.0601,,,
数据库英文文献,,147,杨梅素,Myricetin,C₁₅H₁₀O₈,黄酮类,[M+H]+,[M-H]-,319.0449,,317.0297,
数据库英文文献,,147,酪醇,Tyrosol,C₈H₁₀O₂,苯乙醇类,,[M+HCOO]-,,,183.0648,
数据库英文文献,,147,苯甲酸酯,DBP,C₁₆H₂₂O₄,邻苯二甲酸酯,"[M+H]+, [M+Na]+, [M+K]+",,301.1406,,,
数据库英文文献,,147,6-羟基山柰酚,6-Hydroxykaempferol,C₁₅H₁₀O₇,黄酮类,[M+H]+,,303.05,,,
数据库英文文献,,147,3'-O-甲基奥包尔,3'-O-Methylorobol,C₁₆H₁₂O₆,黄酮类,[M+H]+,,301.0704,,,
数据库英文文献,,147,瓣膜素,Pedalitin,C₁₆H₁₂O₇,黄酮类,[M+H]+,[M-H]-,317.0653,,315.0501,
数据库英文文献,,147,金圣草黄素,Chrysoeriol,C₁₆H₁₂O₆,黄酮类,[M+H]+,[M-H]-,301.0702,,299.0543,
数据库英文文献,,147,金雀异黄素,Genistein,C₁₅H₁₀O₅,异黄酮类,,[M-H]-,,,269.0456,"269.0505, 241.0506, 133.0300, 159.0457"
数据库英文文献,,147,柚皮苷,Naringenin,C₁₅H₁₂O₅,黄酮类,,[M-H]-,,,271.06,"151.0031, 119.0500, 107.0132"
数据库英文文献,,147,染料木苷,Genistin,C₂₁H₂₀O₁₀,黄酮类,,[M-H]-,,,431.0984,"269.0457, 431.0983, 240.0424"
数据库英文文献,,147,牡荆素,Vitexin,C₂₁H₂₀O₁₀,黄酮类,,[M-H]-,,,431.0979,"341.0656, 311.0559, 283.0607"
数据库英文文献,,147,异牡荆素,Isovitexin,C₂₁H₂₀O₁₀,黄酮类,,[M-H]-,,,431.0972,"341.0648, 311.0549, 283.0593"
数据库英文文献,,147,芦丁,Rutin,C₂₇H₃₀O₁₆,黄酮类,,[M-H]-,,,609.1449,"301.0345, 300.0285, 271.0251, 255.0300, 151.0042"
数据库英文文献,,147,异荭草苷,Isoorientin,C₂₁H₂₀O₁₁,黄酮类,[M+H]+,,449.1079,"413.0931, 329.0619, 299.0518, 287.0514",,
数据库英文文献,,147,6-羟基柚皮素,6-Hydroxynaringenin,C₁₅H₁₂O₆,黄酮类,[M+H]+,,289.0701,,,
数据库英文文献,,147,乔松素,Butin,C₁₅H₁₂O₅,黄酮类,[M+H]+,,273.0744,,,
数据库英文文献,,147,穗花杉双黄酮,Amentoflavone,C₃₀H₁₈O₁₀,双黄酮类,[M+H]+,,539.0972,,,
数据库英文文献,,147,蟛蜞菊内酯,Wedelolactone,C₁₆H₁₀O₇,香豆素类,,[M-H]-,,,313.0341,
数据库英文文献,,147,柠檬素,Citreorosein,C₁₅H₁₀O₆,蒽醌类,,[M-H]-,,,285.0388,
数据库英文文献,鸡骨草,148,L-精氨酸,L-Arginine,C₆H₁₄N₄O₂,氨基酸,,[M-H]-,,,173.1032,"156.5949, 131.0819, 127.0531, 103.5887"
数据库英文文献,鸡骨草,148,谷氨酰胺,Glutamine,C₆H₁₀N₂O₃,氨基酸,,[M-H]-,,,145.0607,"127.0506, 109.0399"
数据库英文文献,鸡骨草,148,葫芦巴碱,Trigonelline,C₇H₇NO₂,生物碱,[M+H]+,,138.0551,"136.0388, 120.0446, 110.0600",,
数据库英文文献,鸡骨草,148,次黄嘌呤,Hypoxanthine,C₅H₄N₄O,嘌呤类,,[M-H]-,,,135.0297,"134.8656, 106.0396"
数据库英文文献,鸡骨草,148,腺嘌呤,Adenine,C₅H₅N₅,嘌呤类,[M+H]+,,136.0626,"119.0365, 109.0509",,
数据库英文文献,鸡骨草,148,奎宁酸,Quinic acid,C₇H₁₂O₆,有机酸,,[M-H]-,,,191.0549,"108.0203, 109.0292, 111.0442, 127.0388"
数据库英文文献,鸡骨草,148,柠檬酸,Citric acid,C₆H₈O₇,有机酸,,[M-H]-,,,191.0185,111.0097
数据库英文文献,鸡骨草,148,尿苷,Uridine,C₉H₁₂N₂O₆,核苷,,[M-H]-,,,243.0621,"152.0337, 140.0337, 124.0391, 122.0256, 110.0247, 108.0439"
数据库英文文献,鸡骨草,148,腺苷,Adenosine,C₁₀H₁₃N₅O₄,核苷,[M+H]+,,268.1041,"136.0621, 119.0346",,
数据库英文文献,鸡骨草,148,酪氨酸,Tyrosine,C₉H₁₁NO₃,氨基酸,,[M-H]-,,,180.0654,"163.0401, 119.0498, 107.0481"
数据库英文文献,鸡骨草,148,肌苷,Inosine,C₁₀H₁₂N₄O₅,核苷,,[M-H]-,,,267.0731,"135.0313, 108.0205"
数据库英文文献,鸡骨草,148,鸟苷,Guanosine,C₁₀H₁₃N₅O₅,核苷,,[M-H]-,,,282.0832,"150.0418, 133.0153, 108.0201, 107.0363"
数据库英文文献,鸡骨草,148,没食子酸,Gallic acid,C₇H₆O₅,有机酸,,[M-H]-,,,169.013,"125.0250, 124.0167, 123.0087, 107.0140"
数据库英文文献,鸡骨草,148,L-苯丙氨酸,L-Phenylalanine,C₉H₁₁NO₂,氨基酸,,[M-H]-,,,164.0713,"147.0446, 103.0550"
数据库英文文献,鸡骨草,148,原儿茶酸,Protocatechuic acid,C₇H₆O₄,有机酸,,[M-H]-,,,153.0181,"109.0303, 108.0219"
数据库英文文献,鸡骨草,148,新绿原酸,Neochlorogenic acid,C₁₆H₁₈O₉,有机酸,,[M-H]-,,,353.0866,"191.0555, 179.0344, 173.0442, 135.0448"
数据库英文文献,鸡骨草,148,绿原酸,Chlorogenic acid,C₁₆H₁₈O₉,有机酸,,[M-H]-,,,353.0866,"191.0563, 179.0338, 173.0442, 135.0447"
数据库英文文献,鸡骨草,148,隐绿原酸,Cryptochlorogenic acid,C₁₆H₁₈O₉,有机酸,,[M-H]-,,,353.0866,"191.0546, 179.0349, 173.0449, 135.0446"
数据库英文文献,鸡骨草,148,色氨酸,Tryptophan,C₁₁H₁₂N₂O₂,氨基酸,,[M-H]-,,,203.0822,"142.0657, 116.0506"
数据库英文文献,鸡骨草,148,狗尿氨酸,Abrine,C₁₂H₁₄N₂O₂,生物碱,[M+H]+,,219.1129,"188.0681, 143.0790, 132.0805, 118.0646",,
数据库英文文献,鸡骨草,148,刺桐碱,Hypaphorine,C₁₄H₁₈N₂O₂,生物碱,[M+H]+,,247.1438,"188.0704, 143.0728, 118.0651",,
数据库英文文献,鸡骨草,148,原花青素B2,Procyanidin B2,C₃₀H₂₆O₁₂,黄酮类,,[M-H]-,,,577.1339,"425.0866, 407.0761, 289.0714, 125.0244, 205.0492"
数据库英文文献,鸡骨草,148,没食子儿茶素,Gallocatechin,C₁₅H₁₄O₇,黄酮类,,[M-H]-,,,305.0655,"225.1127, 181.1223, 151.1116, 134.0363"
数据库英文文献,鸡骨草,148,异荭草苷,Vicenin II,C₂₇H₃₀O₁₅,黄酮类,,[M-H]-,,,593.15,"503.1193, 473.1082, 383.0764, 353.0660, 325.0709"
数据库英文文献,鸡骨草,148,儿茶素水合物,Catechin hydrate,C₁₅H₁₄O₆,黄酮类,,[M-H]-,,,289.0706,"245.0819, 203.0710, 151.0397, 123.0450, 109.0290"
数据库英文文献,鸡骨草,148,夏佛塔苷,Schaftoside,C₂₆H₂₈O₁₄,黄酮类,,[M-H]-,,,563.1401,"473.1079, 443.0970, 383.0766, 353.0660"
数据库英文文献,鸡骨草,148,表儿茶素,Epicatechin,C₁₅H₁₄O₆,黄酮类,,[M-H]-,,,289.0706,"245.0811, 203.0710, 151.0397, 123.0450, 109.0290"
数据库英文文献,鸡骨草,148,槲皮素,Quercetin,C₁₅H₁₀O₇,黄酮类,[M+H]+,,303.05,"229.0459, 153.0167",,
数据库英文文献,鸡骨草,148,异夏佛塔苷,Isoschaftoside,C₂₆H₂₈O₁₅,黄酮类,,[M-H]-,,,563.1394,"473.1081, 443.0974, 383.0768, 353.0665, 325.0712"
数据库英文文献,鸡骨草,148,芦丁,Rutin,C₂₇H₃₀O₁₆,黄酮类,,[M-H]-,,,609.1449,"301.0345, 300.0285, 271.0251, 255.0300, 151.0042"
数据库英文文献,鸡骨草,148,紫云英苷,Astragalin,C₂₁H₂₀O₁₁,黄酮类,,[M-H]-,,,447.0921,"285.0406, 255.0303, 227.0354, 256.0378"
数据库英文文献,鸡骨草,148,,Vicenin III,C₂₆H₂₈O₁₆,黄酮类,,[M-H]-,,,563.1394,"473.1074, 443.0986, 383.0768, 353.0660, 325.0702"
数据库英文文献,鸡骨草,148,牡荆苷,Vitexin,C₂₁H₂₀O₁₀,黄酮类,,[M-H]-,,,431.0979,"341.0656, 311.0559, 283.0607"
数据库英文文献,鸡骨草,148,异牡荆苷,Isovitexin,C₂₁H₂₀O₁₀,黄酮类,,[M-H]-,,,431.0972,"341.0648, 311.0549, 283.0593"
数据库英文文献,鸡骨草,148,槲皮苷,Hyperin,C₂₁H₂₀O₁₂,黄酮类,,[M-H]-,,,463.087,"301.0346, 300.0267, 271.0239, 255.0302, 151.0036"
数据库英文文献,鸡骨草,148,芹菜素,Apigenin,C₁₅H₁₀O₅,黄酮类,,[M-H]-,,,269.0443,"135.0074, 133.0291, 132.0213, 109.0273"
数据库英文文献,鸡骨草,148,木犀草素,Luteolin,C₁₅H₁₀O₆,黄酮类,,[M-H]-,,,285.0393,"175.0396, 151.0033, 133.0295, 107.0136"
数据库英文文献,鸡骨草,148,柚皮素,Naringenin,C₁₅H₁₂O₅,黄酮类,,[M-H]-,,,271.06,"151.0031, 119.0500, 107.0132"
数据库英文文献,鸡骨草,148,圣草酚,Eriodictyol,C₁₅H₁₂O₆,黄酮类,,[M-H]-,,,287.0549,"151.0033, 135.0449, 134.0364, 107.0131"
数据库英文文献,鸡骨草,148,刺槐素,Acacetin,C₁₆H₁₂O₅,黄酮类,,[M-H]-,,,283.0599,"268.0368, 239.0340, 211.0390, 195.0441, 184.0515"
